name,price,rating,review_count,cuisine,address,display_phone,comments
Gastro AT 35- Bar & Restaurant,2,3.0,84.0,"['tapas', 'gastropubs', 'spanish', 'breakfast_brunch']","345 W 35th St, Garment District, NY 10001",(646) 200-8857,N/A
The Gem Saloon,2,4.0,195.0,"['american', 'bars', 'breakfast_brunch', 'tradamerican']","375 3rd Ave, Gramercy, NY 10016",(646) 612-7757,N/A
The Gin Mill,2,3.5,395.0,"['american', 'tradamerican', 'sportsbars', 'cocktailbars']","442 Amsterdam Ave, Upper West Side, NY 10024",(212) 580-9080,N/A
The Grafton,2,4.0,77.0,"['american', 'irish', 'pubs', 'sportsbars']","126 1st Ave, Gramercy, NY 10009",(212) 228-8580,N/A
The Grange Bar and Eatery,2,4.0,821.0,"['american', 'bars', 'newamerican']","1635 Amsterdam Ave, East Harlem, NY 10031",(212) 491-1635,N/A
The Gray Mare,2,4.5,87.0,"['irish', 'cocktailbars', 'tradamerican', 'lounges']","61 2nd Ave, Greenwich Village, NY 10003",(212) 388-0662,N/A
The Great Burrito,2,4.0,281.0,"['mexican', 'newamerican']","522 Columbus Ave, Upper West Side, NY 10024",(212) 724-5151,N/A
The Cabin NYC,2,4.0,219.0,"['american', 'newamerican', 'cocktailbars', 'breakfast_brunch']","205 E 4th St, Greenwich Village, NY 10009",(212) 777-0454,N/A
The Greats Of Craft,2,4.5,47.0,"['american', 'bars', 'cafes']","983 1st Ave, Midtown East, NY 10022",(646) 781-9600,N/A
The Greek,3,4.5,485.0,"['greek', 'mediterranean', 'cocktailbars']","458 Greenwich St, Greenwich Village, NY 10013",(646) 476-3941,N/A
Green Garden Buffet,2,4.0,1.0,"['vegetarian', 'african', 'french']","332 E 9th St, Greenwich Village, NY 10003",(646) 575-1248,N/A
The Greenwich Social,2,4.0,38.0,"['american', 'food_court', 'juicebars', 'asianfusion']","74 5th Ave, Greenwich Village, NY 10011",(646) 678-3921,N/A
The Grey Dog,2,4.0,1000.0,"['american', 'breakfast_brunch', 'tradamerican', 'salad']","242 W 16th St, Chelsea, NY 10011",(212) 229-2345,N/A
The Grey Dog - Nolita,2,4.0,590.0,"['american', 'coffee', 'breakfast_brunch', 'newamerican']","244 Mulberry St, Little Italy, NY 10012",(212) 966-1060,N/A
The Grey Dog - Union Square,2,4.0,1000.0,"['american', 'coffee', 'breakfast_brunch', 'tradamerican']","90 University Pl, Greenwich Village, NY 10003",(212) 966-1060,N/A
The Halal Guys,1,3.5,772.0,"['mediterranean', 'mideastern', 'halal']","307 E 14th St, Greenwich Village, NY 10003",(212) 533-7707,N/A
The Halal Guys,1,3.5,389.0,"['middle_eastern', 'halal', 'mideastern', 'mediterranean']","720 Amsterdam Ave, East Harlem, NY 10025",(212) 665-3033,N/A
The Half Pint,2,3.5,437.0,"['american', 'tradamerican', 'lounges', 'venues']","76 W 3rd St, Greenwich Village, NY 10012",(212) 260-1088,N/A
The Handpulled Noodle,2,4.0,725.0,"['asian', 'chinese', 'noodles']","3600 Broadway, East Harlem, NY 10031",(917) 262-0213,N/A
The Happiest Hour,2,3.0,401.0,"['american', 'cocktailbars', 'wine_bars', 'tradamerican']","121 W 10th St, Greenwich Village, NY 10011",(212) 243-2827,N/A
The Harold,2,3.5,459.0,"['american', 'tradamerican', 'breakfast_brunch', 'bars']","1271 Broadway, Garment District, NY 10001",(212) 686-1888,N/A
The Headless Widow,2,4.5,46.0,"['american', 'gastropubs', 'cocktailbars']","99 1st Ave, Midtown West, NY 10003",(917) 409-0446,N/A
The Heights Bar & Grill,2,3.5,356.0,"['tex-mex', 'bars', 'burgers', 'tradamerican']","2867 Broadway, Harlem, NY 10025",(212) 866-7035,N/A
The Hideaway Seaport,2,4.0,91.0,"['american', 'bars', 'newamerican', 'gastropubs']","22 Peck Slip, Chinatown, NY 10038",(212) 385-2222,N/A
The Hideout Chai Bar,1,4.5,91.0,"['café/coffee/tea', 'cafes']","42 Rivington St, Little Italy, NY 10002",(646) 649-5868,N/A
The House,3,3.5,383.0,"['american', 'newamerican']","121 E 17th St, Greenwich Village, NY 10003",(212) 353-2121,N/A
The House of Brews,2,4.0,229.0,"['american', 'sportsbars', 'burgers', 'tradamerican']","363 W 46th St, Midtown West, NY 10036",(212) 245-0551,N/A
Hudson Bar Room,2,4.0,21.0,"['american', 'breakfast_brunch', 'tradamerican', 'cocktailbars']","444 10th Ave, Midtown West, NY 10001",(646) 952-5980,N/A
The Hummus & Pita,1,4.0,194.0,"['mediterranean', 'mideastern']","79 Chambers St, Chinatown, NY 10007",(212) 571-6700,N/A
The Independent,2,4.5,95.0,"['american', 'cocktailbars', 'beerbar', 'tapasmallplates']","147 W 40th St, Midtown West, NY 10018",(917) 388-3727,N/A
The Jeffrey Craft Beer & Bites,2,4.0,678.0,"['american', 'bars', 'newamerican', 'coffee']","311 E 60th St, Upper East Side, NY 10022",(212) 355-2337,N/A
The Jin,2,4.5,276.0,"['korean', 'chicken_wings', 'ramen']","856 10th Ave, Midtown West, NY 10019",(212) 223-3488,N/A
The Junction,2,4.0,165.0,"['american', 'sportsbars', 'burgers', 'cocktailbars']","329 Lexington Ave, Murray Hill, NY 10016",(212) 682-7700,N/A
The Kati Roll Company,1,3.5,1000.0,"['indian', 'indpak', 'halal']","49 W 39th St, Midtown West, NY 10018",(212) 730-4280,N/A
The Kati Roll Company,1,3.5,326.0,"['indian', 'indpak', 'halal']","229 E 53rd St, Midtown East, NY 10022",(212) 888-1700,N/A
The Keg Room,2,3.5,358.0,"['irish', 'pubs']","53 W 36th St, Garment District, NY 10018",(212) 643-1400,N/A
The Lambs Club,3,3.5,590.0,"['american', 'newamerican', 'lounges']","132 W 44th St, Garment District, NY 10036",(212) 997-5262,N/A
The Leopard at des Artistes,3,4.0,221.0,['italian'],"1 W 67th St, Upper West Side, NY 10023",(212) 787-8767,N/A
The Leroy House,2,4.5,78.0,"['american', 'newamerican', 'cocktailbars', 'salad']","430 Hudson St, Greenwich Village, NY 10014",(646) 590-0640,N/A
The Liberty,2,3.5,464.0,"['irish', 'newamerican', 'bars', 'venues']","29 W 35th St, Midtown West, NY 10001",(212) 967-4000,N/A
The Little Beet,2,4.0,149.0,"['american', 'vegetarian', 'gluten_free', 'vegan']","1140 Broadway, Gramercy, NY 10001",(212) 367-8015,N/A
Little Beet Table,2,4.0,538.0,"['american', 'newamerican', 'desserts', 'bars']","333 Park Ave S, Upper East Side, NY 10010",(212) 466-3330,N/A
The Little Owl,3,4.0,1000.0,"['american', 'breakfast_brunch', 'mediterranean']","90 Bedford St, Greenwich Village, NY 10014",(212) 741-4695,N/A
Little Prince,3,3.5,315.0,"['french', 'bars', 'venues']","199 Prince St, Greenwich Village, NY 10012",(212) 335-0566,N/A
The Little Taco House,2,4.5,47.0,['mexican'],"246 West 4th St, Greenwich Village, NY 10014",(646) 719-1600,N/A
The Grill,4,4.0,189.0,"['american', 'cocktailbars', 'venues', 'tradamerican']","99 E 52nd St, Midtown East, NY 10022",(212) 375-9001,N/A
The Lobster Club,4,4.0,96.0,"['american', 'sushi', 'japanese', 'asianfusion']","98 E 53rd St, Midtown East, NY 10022",(212) 375-9001,N/A
The Pool,4,4.0,97.0,"['american', 'seafood', 'desserts', 'cocktailbars']","99 E 52nd St, Midtown East, NY 10022",(212) 375-9001,N/A
The Long Room,2,3.5,297.0,"['irish', 'gastropubs', 'beerbar']","120 W 44th St, Midtown West, NY 10036",(212) 997-3933,N/A
The Lost Lady,2,4.0,84.0,"['tapas', 'tikibars', 'tacos', 'cocktailbars']","171 Avenue C, Gramercy, NY 10009",(347) 455-0228,N/A
The Loyal,2,4.0,205.0,"['american', 'newamerican', 'wine_bars', 'cocktailbars']","289 Bleecker St, Greenwich Village, NY 10014",(212) 488-5800,N/A
The Malt House,2,4.0,520.0,"['american', 'gastropubs', 'pubs', 'breakfast_brunch']","9 Maiden Ln, Tribeca, NY 10038",(646) 682-7577,N/A
The Marshal,3,4.0,734.0,"['american', 'breakfast_brunch', 'tradamerican', 'pizza']","628 10th Ave, Midtown West, NY 10036",(212) 582-6300,N/A
The MasalaWala,2,4.5,1000.0,"['indian', 'indpak', 'pakistani']","179 Essex St, Midtown West, NY 10002",(212) 358-9300,N/A
The Meatball Shop,2,4.0,874.0,"['american', 'italian', 'tradamerican', 'salad']","64 Greenwich Ave, Greenwich Village, NY 10011",(212) 982-7815,N/A
The Meatball Shop,2,4.0,879.0,"['american', 'italian', 'salad', 'tradamerican']","200 9th Ave, Midtown West, NY 10011",(212) 257-4363,N/A
The Meatball Shop,2,3.5,700.0,"['american', 'tradamerican', 'italian', 'salad']","1462 2nd Ave, East Harlem, NY 10075",(212) 257-6121,N/A
The Mermaid Inn,2,4.0,1000.0,['seafood'],"96 2nd Ave, Greenwich Village, NY 10003",(212) 674-5870,N/A
The Mermaid Inn,2,4.0,1000.0,"['seafood', 'breakfast_brunch', 'sandwiches']","570 Amsterdam Ave, East Harlem, NY 10024",(212) 799-7400,N/A
The Milton,2,4.0,420.0,"['american', 'irish', 'cocktailbars', 'british']","1754 Second Ave, East Harlem, NY 10128",(212) 369-1900,N/A
Monkey Room,2,3.5,95.0,"['american', 'latin', 'lounges']","589 Ft Washington Ave, Harlem, NY 10033",(212) 543-9888,N/A
The Musket Room,3,4.0,464.0,"['american', 'newamerican', 'cocktailbars']","265 Elizabeth St, Greenwich Village, NY 10012",(212) 219-0764,N/A
The New Amity Restaurant,2,3.5,164.0,"['american', 'diners', 'tradamerican']","1134 Madison Ave, Upper East Side, NY 10028",(212) 861-3255,N/A
The Nugget Spot,1,3.5,507.0,"['chicken', 'tradamerican', 'hotdogs']","230 E 14th St, Gramercy, NY 10003",(646) 422-7346,N/A
The Odeon,3,4.0,637.0,"['french', 'newamerican', 'italian']","145 W Broadway, Chinatown, NY 10013",(212) 233-0507,N/A
Olive Garden Italian Restaurant - CLOSED,2,2.5,146.0,"['italian', 'salad', 'soup']","100 W 125th St, East Harlem, NY 10027",(917) 534-7937,N/A
The Orchard Townhouse,3,3.5,15.0,"['american', 'tradamerican', 'wine_bars']","242 10th Ave, Garment District, NY 10001",(646) 970-5670,N/A
The Organic Grill,2,3.5,442.0,"['vegetarian', 'vegan', 'gluten_free', 'kosher']","123 1st Ave, Gramercy, NY 10003",(212) 477-7177,N/A
Vincent's Restaurant,2,3.0,256.0,['italian'],"119 Mott St, Little Italy, NY 10013",(212) 226-8133,N/A
The Parlour,2,3.0,150.0,"['irish', 'tradamerican', 'irish_pubs']","250 W 86th St, Upper West Side, NY 10024",(212) 580-8923,N/A
Call Me Pasta,2,4.0,40.0,"['italian', 'pastashops', 'desserts']","241 Pearl St, Tribeca, NY 10038",(917) 261-2503,N/A
The Perfect Pint,2,4.0,385.0,"['irish', 'tradamerican', 'irish_pubs', 'burgers']","123 W 45th St, Garment District, NY 10036",(212) 354-1099,N/A
The Pho 2,2,3.5,168.0,"['asian', 'vietnamese']","273 8th Ave, Garment District, NY 10011",(917) 261-7592,N/A
The Pho,2,3.5,129.0,"['vietnamese/cambodian/malaysia', 'vietnamese', 'soup']","127 E 23rd St, Gramercy, NY 10010",(212) 256-0768,N/A
The Picnic Basket,2,4.0,445.0,"['sandwiches', 'cafes', 'breakfast_brunch']","65 W 37th St, Garment District, NY 10018",(212) 382-2627,N/A
The Polo Bar,3,4.0,424.0,"['american', 'tradamerican', 'bars']","1 E 55th St, Midtown West, NY 10022",(212) 207-8562,N/A
The Press Box,2,3.5,125.0,"['american', 'pubs', 'irish', 'sportsbars']","932 2nd Ave, Midtown East, NY 10022",(212) 317-1826,N/A
The Rag Trader & Bo Peep Cocktail and Highball Store,2,4.5,444.0,"['american', 'bars', 'tradamerican', 'pianobars']","70 W 36th St, Midtown West, NY 10018",(917) 261-5495,N/A
The Rail Line Diner,2,3.5,110.0,"['american', 'diners']","400 W 23rd St, Garment District, NY 10011",(212) 924-3709,N/A
The Restaurant,2,5.0,20.0,"['other', 'cocktailbars', 'newamerican']","506 9th Ave, Garment District, NY 10018",(212) 564-4950,N/A
The Ribbon,2,3.5,404.0,"['american', 'newamerican']","20 W 72nd St, East Harlem, NY 10023",(212) 787-5656,N/A
The Ribbon,2,4.0,217.0,"['american', 'newamerican', 'bars', 'tradamerican']","220 West 44th St, Midtown West, NY 10036",(212) 944-2474,N/A
The Rice Noodle,1,4.0,144.0,"['chinese', 'noodles', 'hotdogs']","190 Bleecker St, Greenwich Village, NY 10012",(646) 895-9908,N/A
The Roost,2,4.0,143.0,"['café/coffee/tea', 'bars', 'cafes']","222 Ave B, Gramercy, NY 10009",(646) 918-6700,N/A
The Russian Tea Room,4,3.0,1000.0,"['russian', 'tea', 'venues']","150 W 57th St, Midtown West, NY 10019",(212) 581-7100,N/A
The Sabieng Thai,2,4.0,98.0,['thai'],"71 1st Ave, SoHo, NY 10003",(212) 253-2742,N/A
The Seafire Grill,3,4.5,1000.0,"['american', 'seafood', 'steak', 'bars']","158 E 48th St, Midtown West, NY 10017",(212) 935-3785,N/A
The Simone,4,5.0,91.0,"['french', 'bars']","151 E 82nd St, East Harlem, NY 10028",(212) 772-8861,N/A
The Smile,2,3.5,480.0,"['mediterranean', 'newamerican', 'breakfast_brunch', 'wine_bars']","26 Bond St, Gramercy, NY 10012",(646) 329-5836,N/A
The Smith,2,3.5,1000.0,"['american', 'newamerican', 'breakfast_brunch', 'cocktailbars']","55 3rd Ave, Greenwich Village, NY 10003",(212) 420-9800,N/A
The Smith,2,4.0,1000.0,"['american', 'newamerican', 'breakfast_brunch', 'cocktailbars']","956 2nd Ave, Midtown West, NY 10022",(212) 644-2700,N/A
The Smith,2,4.0,1000.0,"['american', 'newamerican', 'breakfast_brunch', 'cocktailbars']","1900 Broadway, Midtown West, NY 10023",(212) 496-5700,N/A
The Smith,2,4.0,1000.0,"['american', 'newamerican', 'breakfast_brunch', 'cocktailbars']","1150 Broadway, Midtown West, NY 10010",(212) 685-4500,N/A
The Spaniard,2,4.0,249.0,"['american', 'newamerican', 'whiskeybars', 'gastropubs']","190 W 4th St, Greenwich Village, NY 10014",(212) 918-1986,N/A
The Spotted Dog,2,4.0,126.0,"['american', 'british', 'irish', 'tradamerican']","1154 1st Ave, East Harlem, NY 10065",(646) 649-5331,N/A
The Spotted Owl Tavern,2,4.0,72.0,"['american', 'gastropubs']","211 Ave A, Greenwich Village, NY 10009",(212) 388-9844,N/A
The Stand Comedy Club and Restaurant,2,4.0,570.0,"['american', 'comedyclubs', 'newamerican', 'cocktailbars']","116 E 16th St, Gramercy, NY 10003",(212) 677-2600,N/A
Café Standard,2,3.5,91.0,"['american', 'newamerican', 'bars', 'cafes']","25 Cooper Sq, Greenwich Village, NY 10003",(212) 475-5700,N/A
The Storehouse,2,4.0,167.0,"['american', 'pubs', 'burgers']","69 W 23rd St, Gramercy, NY 10010",(212) 243-8898,N/A
The Stumble Inn,2,3.5,474.0,"['american', 'tradamerican', 'pubs']","1454 2nd Ave, Upper East Side, NY 10021",(212) 650-0561,N/A
The Summit Bar,2,4.0,395.0,"['american', 'cocktailbars', 'newamerican']","133 Avenue C, East Village, NY 10009",(347) 465-7911,N/A
The Supply House,2,4.0,346.0,"['american', 'bars', 'tradamerican', 'breakfast_brunch']","1647 2nd Ave, Upper East Side, NY 10028",(646) 861-3585,N/A
Doma,2,4.5,38.0,"['asian', 'korean', 'bars', 'tapasmallplates']","120 1st Ave, Greenwich Village, NY 10009",(646) 678-3092,N/A
The Tang - Upper West Side,2,4.5,209.0,"['chinese', 'noodles', 'taiwanese']","920 Amsterdam Ave, East Harlem, NY 10025",(646) 596-7970,N/A
The Ten Bells,2,3.5,443.0,"['french', 'wine_bars', 'tapas']","247 Broome St, Chinatown, NY 10002",(212) 228-4450,N/A
The Terrace and Outdoor Gardens,2,4.0,58.0,"['american', 'newamerican', 'breakfast_brunch']","701 7th Ave, Garment District, NY 10036",(212) 261-5400,N/A
The Times Eatery,2,4.5,2.0,"['american', 'newamerican', 'breakfast_brunch']","680 8th Ave, Garment District, NY 10036",(646) 386-7787,N/A
Triple Crown Restaurant & Ale House,2,3.0,227.0,"['irish', 'pubs']","330 7th Ave, Chelsea, NY 10001",(212) 736-1575,N/A
Union League Club,3,4.0,27.0,"['american', 'venues', 'tradamerican']","38 E 37th St, Murray Hill, NY 10016",(212) 685-3800,N/A
The Uptown Garrison,2,4.0,125.0,"['american', 'coffee', 'pizza', 'bars']","821 W 181st, Harlem, NY 10033",(917) 261-4680,N/A
Viand,2,4.0,97.0,"['american', 'breakfast_brunch', 'newamerican', 'mediterranean']","517 Columbus Ave, Harlem, NY 10024",(212) 362-3333,N/A
The Warren,2,4.0,226.0,"['american', 'gastropubs']","131 Christopher St, Greenwich Village, NY 10014",(212) 243-1311,N/A
The Watering Hole,2,3.5,149.0,"['american', 'bars', 'karaoke', 'burgers']","106 E 19th St, Gramercy, NY 10003",(212) 674-5783,N/A
The Waverly Inn,3,3.5,439.0,"['american', 'newamerican']","16 Bank St, Greenwich Village, NY 10014",(917) 828-1154,N/A
The Wayland,2,4.5,496.0,"['american', 'cocktailbars', 'musicvenues', 'tradamerican']","700 E 9th St, East Village, NY 10009",(212) 777-7022,N/A
The Wild Son,2,4.5,485.0,"['spanish', 'newamerican', 'cocktailbars', 'breakfast_brunch']","132 First Ave, Gramercy, NY 10009",(212) 727-7900,N/A
The Wilson,2,4.5,166.0,"['american', 'newamerican', 'breakfast_brunch', 'bars']","132 W 27th St, Midtown West, NY 10001",(212) 529-2671,N/A
The Winslow Gin House And Eatery,2,4.5,535.0,"['english', 'pubs', 'british', 'cocktailbars']","243 E 14th St, Greenwich Village, NY 10003",(212) 777-7717,N/A
The Wren,2,4.0,553.0,"['american', 'bars', 'breakfast_brunch', 'venues']","344 Bowery, Greenwich Village, NY 10012",(212) 388-0148,N/A
The Writing Room,3,3.5,485.0,"['american', 'bars', 'steak', 'tradamerican']","1703 2nd Ave, East Harlem, NY 10128",(212) 335-0075,N/A
Theatre Row Diner,2,3.0,203.0,"['american', 'diners']","424 W 42nd St, Garment District, NY 10036",(212) 426-6000,N/A
Thelewala,1,4.0,486.0,"['indian', 'indpak']","112 Macdougal St, Greenwich Village, NY 10012",(212) 614-9100,N/A
THEP Thai Restaurant,2,4.5,1000.0,"['thai', 'noodles', 'asianfusion']","1439 2nd Ave, Midtown West, NY 10021",(212) 899-9995,N/A
Tzarevna,2,4.5,62.0,"['american', 'russian', 'wine_bars', 'modern_european']","154 Orchard St, Greenwich Village, NY 10002",(917) 388-2814,N/A
Third Avenue Ale House,2,3.5,307.0,"['american', 'tradamerican', 'gastropubs', 'pizza']","1644 3rd Ave, East Harlem, NY 10128",(646) 559-9131,N/A
Three Jewels Cafe,1,4.5,15.0,"['café/coffee/tea', 'cafes', 'coffee']","5 E 3rd St, Gramercy, NY 10003",(646) 964-5736,N/A
3 Times 茅庐,2,4.0,89.0,"['chinese', 'shanghainese']","818 Broadway, Midtown West, NY 10003",(646) 609-3040,N/A
3 Times 茅庐,2,4.0,49.0,"['chinese', 'dimsum', 'shanghainese']","90 Clinton St, Greenwich Village, NY 10002",(646) 609-6324,N/A
Thy’s Noodles,2,4.5,89.0,"['chinese', 'noodles', 'szechuan']","97 Lexington Ave, Midtown East, NY 10010",(917) 388-3677,N/A
Tia Pol,2,4.0,702.0,"['spanish', 'tapas']","205 10th Ave, Midtown West, NY 10011",(212) 675-8805,N/A
Tick Tock Diner,2,2.5,1000.0,"['american', 'diners']","481 8th Ave, Garment District, NY 10001",(212) 268-8444,N/A
Tijuana Picnic,2,3.0,312.0,"['mexican', 'bars']","151 Essex St, SoHo, NY 10002",(212) 219-2000,N/A
Tim Ho Wan,2,3.5,1000.0,"['chinese', 'dimsum', 'cantonese']","85 4th Ave, Gramercy, NY 10003",(212) 228-2800,N/A
Tim Ho Wan - Hell's Kitchen,2,3.5,379.0,"['chinese', 'dimsum', 'cantonese']","610 9th Ave, Midtown West, NY 10036",(212) 228-2802,N/A
Times Square Diner,2,4.0,938.0,"['american', 'tradamerican', 'diners', 'breakfast_brunch']","807 8th Ave, Midtown West, NY 10019",(212) 315-2400,N/A
Tina's Cuban Cuisine,2,3.5,289.0,"['latin', 'cuban']","179 Madison Ave, Garment District, NY 10016",(212) 679-3500,N/A
Tina's Cuban Cuisine,2,4.0,589.0,"['latin', 'cuban']","23 W 56th St, Midtown West, NY 10019",(212) 315-4313,N/A
Tiny Shanghai,2,4.0,269.0,"['chinese', 'shanghainese']","122 Mulberry St, Greenwich Village, NY 10013",(917) 261-7898,N/A
Tiny's Giant Sandwich Shop,1,4.0,487.0,['sandwiches'],"129 Rivington St, Lower East Side, NY 10002",(212) 228-4919,N/A
Tio Pio West,1,3.5,63.0,"['other', 'latin']","46 W 36th St, Garment District, NY 10018",(212) 239-6633,N/A
Tipsy NoMad,2,4.5,15.0,"['american', 'lounges', 'tradamerican', 'sportsbars']","37 E 28th St, Midtown East, NY 10016",(212) 481-3100,N/A
Tipsy Shanghai,2,4.0,187.0,"['chinese', 'shanghainese']","228 Thompson St, Greenwich Village, NY 10012",(212) 763-0877,N/A
Tír na Nóg,2,3.5,236.0,"['irish', 'bars', 'tradamerican']","254 W 31st St, Garment District, NY 10001",(212) 630-0249,N/A
Tiramisu,2,3.5,180.0,"['italian', 'newamerican']","1410 3rd Ave, Upper East Side, NY 10028",(212) 988-9780,N/A
Tito Murphy's,2,4.0,46.0,"['american', 'mexican']","346 W 46th St, Midtown West, NY 10036",(212) 245-2030,N/A
Tivoli Cafe,2,3.0,106.0,"['american', 'cafes', 'burgers', 'sandwiches']","283 3rd Ave, Gramercy, NY 10010",(212) 933-0629,N/A
TJ Byrnes Bar & Restaurant,2,3.5,30.0,"['irish', 'tradamerican', 'irish_pubs', 'burgers']","77 Fulton St, Financial District, NY 10038",(212) 406-4551,N/A
Toad Hall,2,4.0,102.0,"['american', 'pubs', 'newamerican']","57 Grand St, Chinatown, NY 10013",(212) 431-8145,N/A
Toast,2,4.0,314.0,"['american', 'newamerican', 'burgers', 'sandwiches']","3157 Broadway, East Harlem, NY 10027",(212) 662-1144,N/A
Toasties,1,4.0,374.0,"['american', 'sandwiches']","148 W 49th St, Garment District, NY 10019",(212) 398-4900,N/A
Tocqueville Restaurant,4,4.0,357.0,"['french', 'newamerican']","1 E 15th St, Gramercy, NY 10003",(212) 647-1515,N/A
Tofu Tofu,2,4.5,333.0,"['korean', 'juicebars', 'bbq']","96 Bowery, Little Italy, NY 10013",(212) 796-2597,N/A
Tokuyama Salon Café,2,4.5,35.0,"['café/coffee/tea', 'coffee', 'japanese', 'cafes']","627 E 6th St, East Village, NY 10009",(212) 388-1276,N/A
Toloache 82nd,3,4.0,417.0,"['mexican', 'tex-mex']","166 E 82nd St, East Harlem, NY 10028",(212) 861-4505,N/A
Toloache Thompson,2,3.5,443.0,"['mexican', 'bars']","205 Thompson St, Greenwich Village, NY 10012",(212) 420-0600,N/A
Toloache 50,2,4.0,1000.0,['mexican'],"251 West 50th St, Midtown West, NY 10012",(212) 581-1818,N/A
Tom's Restaurant,2,2.5,764.0,"['american', 'breakfast_brunch', 'greek', 'tradamerican']","2880 Broadway, Morningside Heights, NY 10025",(212) 864-6137,N/A
Tomi Jazz,2,4.0,452.0,"['japanese', 'jazzandblues']","239 E 53rd St, Midtown West, NY 10022",(646) 497-1254,N/A
Tomiño Taberna Gallega,3,4.5,250.0,"['spanish', 'wine_bars', 'tapas']","192 Grand St, Greenwich Village, NY 10013",(212) 933-4763,N/A
Tomoe Sushi,3,4.0,957.0,"['japanese', 'sushi']","172 Thompson St, Greenwich Village, NY 10012",(212) 777-9346,N/A
TONCHIN NEW YORK,2,4.5,1000.0,"['japanese', 'ramen', 'izakaya']","13 W 36th St, Midtown West, NY 10018",(646) 692-9912,N/A
Tony's Di Napoli,2,4.0,1000.0,['italian'],"147 W 43rd St, Midtown West, NY 10036",(212) 221-0100,N/A
Tony's Di Napoli,2,4.0,672.0,['italian'],"1081 3rd Ave, Midtown West, NY 10065",(212) 888-6333,N/A
Top Thai Greenwich,2,4.5,1000.0,"['thai', 'cocktailbars', 'halal']","235 Sullivan St, Greenwich Village, NY 10012",(646) 726-4418,N/A
Topaz Noodle Bar,2,4.0,667.0,"['asian', 'thai', 'noodles']","129 W 56th St, Midtown West, NY 10019",(212) 247-2277,N/A
Toriko NY,4,4.0,74.0,"['japanese', 'cocktailbars']","76 Carmine St, SoHo, NY 10014",(646) 596-8198,N/A
Torishin,4,4.0,294.0,['japanese'],"362 W 53rd St, Midtown West, NY 10019",(212) 757-0108,N/A
Toro Loco,2,4.0,238.0,"['mexican', 'cocktailbars', 'breakfast_brunch']","15 Stone St, Tribeca, NY 10004",(917) 262-0444,N/A
Tortaria,2,3.5,701.0,['mexican'],"94 University Pl, Greenwich Village, NY 10003",(212) 776-1830,N/A
Toscana 49,3,4.0,238.0,['italian'],"143 East 49 St, Midtown West, NY 10017",(212) 256-0190,N/A
Totto Ramen Hell's Kitchen,2,4.0,1000.0,"['japanese', 'ramen']","464 W 51st St, Midtown West, NY 10019",(646) 596-9056,N/A
Totto Ramen - Midtown East,2,4.0,1000.0,"['japanese', 'ramen']","248 E 52nd St, Midtown West, NY 10022",(212) 421-0052,N/A
Toum,2,5.0,11.0,"['mediterranean', 'lebanese']","38 West 38th St, Midtown West, NY 10018",(917) 868-6350,N/A
Tout Va Bien,2,3.5,325.0,['french'],"311 W 51st St, Midtown West, NY 10019",(212) 265-0190,N/A
Townhouse Diner,2,4.0,97.0,"['american', 'breakfast_brunch', 'diners', 'tradamerican']","696 2nd Ave, Murray Hill, NY 10016",(212) 599-6254,N/A
Tracks Raw Bar & Grill,2,3.5,274.0,"['seafood', 'pubs', 'raw_food', 'tradamerican']","220 West 31st St, Garment District, NY 10001",(212) 244-6736,N/A
Trademark Taste + Grind,2,4.5,645.0,"['american', 'venues', 'breakfast_brunch', 'tradamerican']","38 W 36th St, Midtown West, NY 10018",(646) 858-2320,N/A
The Trailer Park Lounge,2,3.5,638.0,"['american', 'divebars', 'newamerican']","271 W 23rd St, Garment District, NY 10011",(212) 463-8000,N/A
Trapizzino,2,4.5,228.0,"['italian', 'wine_bars']","144 Orchard St, Greenwich Village, NY 10002",(212) 475-2555,N/A
Trattoria Bianca,2,3.0,137.0,"['american', 'italian']","481 8th Ave, Midtown West, NY 10001",(212) 268-8460,N/A
Trattoria Dell'Arte,3,4.0,1000.0,['italian'],"900 7th Ave, Midtown West, NY 10019",(212) 245-9800,N/A
Malatesta Trattoria,2,4.0,1000.0,['italian'],"649 Washington St, Greenwich Village, NY 10014",(212) 741-1207,N/A
Trattoria iL Gusto Wine Bar,2,3.5,56.0,"['italian', 'wine_bars', 'desserts']","625 Columbus Ave, Upper West Side, NY 10024",(212) 579-7970,N/A
Trattoria Pesce Pasta,2,4.0,240.0,['italian'],"262 Bleecker St, Greenwich Village, NY 10014",(212) 645-2993,N/A
Trattoria Trecolori,2,4.0,1000.0,['italian'],"254 West 47th St, Midtown West, NY 10036",(212) 997-4540,N/A
Zero Otto Nove,2,4.0,475.0,"['italian', 'pizza']","15 W 21st St, Midtown West, NY 10010",(212) 242-0899,N/A
Tre,2,4.0,476.0,['italian'],"173 Ludlow St, Greenwich Village, NY 10002",(212) 353-3353,N/A
3 Giovani,2,3.5,135.0,"['italian', 'pizza']","548 Laguardia Pl, Greenwich Village, NY 10012",(212) 475-7420,N/A
Tre Otto,2,3.5,170.0,"['italian', 'bars']","1410 Madison Ave, East Harlem, NY 10029",(212) 860-8880,N/A
Tre Sorelle,2,3.5,152.0,"['italian', 'pizza']","61 Reade St, Financial District, NY 10007",(212) 619-1080,N/A
Treadwell Park West,2,4.5,155.0,"['american', 'bars', 'newamerican']","510 W 42nd St, Midtown West, NY 10036",(212) 388-6751,N/A
