name,price,rating,review_count,cuisine,categories,address,display_phone
La Contenta,2,4.5,747,Mexican,"['mexican', 'bars', 'breakfast_brunch']","102 Norfolk St, Chinatown, NY 10002",(212) 432-4180
La Contenta Oeste,2,4.0,224,Mexican,"['mexican', 'breakfast_brunch', 'cocktailbars']","78 W 11th St, Greenwich Village, NY 10011",(212) 533-2233
La Diagonal,2,4.0,208,Mexican,"['bars', 'newmexican', 'tapas']","185 St Nicholas Ave, East Harlem, NY 10026",(212) 418-1220
La Fiesta,1,3.5,95,Mexican,['mexican'],"3789 Broadway, Harlem, NY 10032",(212) 281-2886
La Fonda Del Sol,3,3.5,315,Spanish,"['spanish', 'tapasmallplates']","Metlife Building, Midtown East, NY 10166",(212) 867-6767
La Fonda Restaurant & Tapas Bar,2,3.5,198,Latin,"['puertorican', 'breakfast_brunch', 'cocktailbars']","169 E 106th St, East Harlem, NY 10029",(212) 410-7292
La Grenouille,4,4.0,436,French,"['french', 'venues']","3 E 52nd St, Midtown East, NY 10022",(212) 752-1495
La Guadalupe Restaurant,2,3.5,4,Mexican,['mexican'],"179 E 115th St, East Harlem, NY 10029",(212) 510-7994
La Isla Cafe,1,4.0,8,Spanish,['latin'],"212 Delancey St, Lower East Side, NY 10002",(212) 598-4752
La Isla,1,2.5,27,Latin,['spanish'],"1883 3rd Ave, Morningside Heights, NY 10029",(212) 534-0002
La Loteria,2,4.0,323,Mexican,['mexican'],"29 7th Ave S, Greenwich Village, NY 10014",(212) 858-9096
La Mela Ristorante,2,3.5,762,Italian,['italian'],"167 Mulberry St, Little Italy, NY 10013",(212) 431-9493
La Mercerie,2,3.5,165,French,"['cafes', 'french', 'cocktailbars']","53 Howard St, Little Italy, NY 10013",(212) 852-9097
La Mirabelle,3,4.0,123,French,['french'],"102 W 86th St, East Harlem, NY 10024",(212) 496-0458
La Nonna,2,3.5,269,Italian,['italian'],"134 Mulberry St, Little Italy, NY 10013",(212) 334-6200
La Nostra Pizzeria,1,4.0,80,Pizza,['pizza'],"2146 2nd Ave, East Harlem, NY 10029",(212) 360-7453
La Nueva Caricia Restaurant,1,3.0,2,Mexican,"['divebars', 'restaurants']","1693 Amsterdam Ave, Morningside Heights, NY 10031",(212) 491-3983
La Nueva Victoria,2,3.5,95,Chinese/Cuban,"['chinese', 'spanish', 'asianfusion']","2536 Broadway, Upper West Side, NY 10025",(212) 865-1810
La Palapa,2,3.5,690,Mexican,"['breakfast_brunch', 'mexican', 'desserts']","77 St Mark's Pl, Gramercy, NY 10003",(212) 777-2537
La Pecora Bianca,2,4.0,572,Italian,['italian'],"1133 Broadway, Midtown West, NY 10010",(212) 498-9696
La Pecora Bianca,2,3.5,228,Italian,"['italian', 'breakfast_brunch', 'wine_bars']","950 2nd Ave, Midtown East, NY 10022",(212) 899-9996
La Piccola Cucina,2,4.0,115,Italian,['italian'],"964 Amsterdam Ave, East Harlem, NY 10025",(212) 866-1336
La Posada Mexican Food,1,3.5,213,Mexican,['mexican'],"364 3rd Ave, Gramercy, NY 10016",(212) 213-4379
La Preciosa China Restaurant,2,3.0,23,Chinese,['chinese'],"163 E 116th St, East Harlem, NY 10029",(212) 369-3921
La Pulperia UES,2,4.0,733,Latin,"['latin', 'seafood', 'cocktailbars']","1626 2nd Ave, East Harlem, NY 10028",(212) 933-0757
La Pulperia Hell's Kitchen,3,4.0,786,Spanish,"['latin', 'seafood', 'bars']","371 W 46th St, Midtown West, NY 10036",(212) 960-3176
La Salle Dumpling Room,2,4.0,254,Chinese,"['asianfusion', 'chinese']","3141 Broadway, East Harlem, NY 10027",(212) 961-0300
La Shuk,2,4.5,372,Mediterranean,['moroccan'],"1569 Lexington Ave, Midtown West, NY 10029",(212) 289-0089
La Sirène-UWS,3,4.0,67,French,"['french', 'breakfast_brunch', 'wine_bars']","416 Amsterdam Ave, Upper West Side, NY 10024",(917) 261-5279
La Tropezienne Bakery,1,4.5,114,Bakery,"['bakeries', 'french']","2131 1st Ave, East Harlem, NY 10029",(212) 860-5324
La Vela Dining & Bar,2,4.0,169,Italian,"['italian', 'bars', 'diners']","558 11th Ave, Midtown West, NY 10036",(212) 695-2112
La Vera Pizzeria,1,3.5,42,Pizza,"['italian', 'pizza']","350 3rd Ave, Gramercy, NY 10010",(212) 213-2222
La Vera Pizzeria & Restaurant,2,3.5,20,Pizza,['pizza'],"2547 Broadway, Upper West Side, NY 10025",(212) 866-6500
La Villetta,3,4.0,88,Italian,['italian'],"398 E 52nd St, Midtown East, NY 10022",(212) 829-0003
Ladurée SoHo Le Restaurant,2,3.0,66,French,"['french', 'wine_bars', 'breakfast_brunch']","398 W Broadway, SoHo, NY 10012",(646) 392-7868
Lafayette,3,3.5,893,French,"['french', 'brasseries', 'bakeries']","380 Lafayette St, Greenwich Village, NY 10003",(212) 533-3000
Lahore Deli,1,4.0,165,Bangladeshi,"['delis', 'indpak', 'pakistani']","132 Crosby St, SoHo, NY 10012",(212) 965-1777
Lamano West Village,2,4.0,47,Spanish,['tapas'],"39 Christopher St, Greenwich Village, NY 10014",(212) 243-3200
Lamarca Cheese Shop,1,4.0,414,Italian,"['cheese', 'italian', 'sandwiches']","161 E 22nd St, Gramercy, NY 10010",(212) 673-7920
Lan Larb,2,4.0,290,Thai,['thai'],"637 2nd Ave, Midtown West, NY 10016",(212) 889-1769
Lan Larb Soho,2,3.5,210,Thai,['thai'],"227 Centre St, Little Italy, NY 10013",(646) 895-9264
Lan Sheng Restaurant,2,4.0,165,Chinese,['szechuan'],"128 W 36th St, Midtown West, NY 10018",(212) 575-8899
Land of Plenty,2,3.5,321,Chinese,['chinese'],"204E 58th St, Midtown East, NY 10022",(212) 308-8788
Land,2,4.0,1000,Thai,['thai'],"450 Amsterdam Ave, East Harlem, NY 10024",(212) 501-8121
Landmark Tavern,2,4.0,290,Irish,"['tradamerican', 'irish_pubs', 'irish']","626 11th Ave, Midtown West, NY 10036",(212) 247-2562
Las Palmas Restaurant,2,4.0,172,Mexican,['mexican'],"3891 Broadway, East Harlem, NY 10032",(917) 521-0349
Las Panteras Negras,2,4.5,36,Mexican,"['mexican', 'breakfast_brunch']","2130 2nd Ave, East Harlem, NY 10029",(917) 261-2568
Las Ramblas,2,4.0,720,Spanish,['tapasmallplates'],"170 W 4th St, Greenwich Village, NY 10014",(646) 415-7924
LR - Lasagna Restaurant,2,3.5,507,Italian,"['italian', 'cocktailbars', 'mediterranean']","196 8th Ave, Chelsea, NY 10011",(212) 242-4551
Latin Social,2,3.5,50,American,"['cocktailbars', 'latin', 'tapasmallplates']","75 Maiden Ln, Financial District, NY 10038",(646) 410-0080
Latitude Bar & Grill,2,3.5,753,American,"['tradamerican', 'lounges']","783 8th Ave, Garment District, NY 10036",(212) 245-3034
Lattanzi Restaurant,3,3.5,266,Italian,['italian'],"361 W 46th St, Midtown West, NY 10036",(212) 315-0980
Laut,2,3.5,1000,Thai,"['thai', 'malaysian', 'singaporean']","15 E 17th St, Midtown West, NY 10003",(212) 206-8989
Lavagna,3,4.0,380,Italian,"['italian', 'bars']","545 E 5th St, Stuyvesant Town, NY 10009",(212) 979-1005
Lavo,3,3.5,1000,Italian,['italian'],"39 E 58th St, East Harlem, NY 10022",(212) 750-5588
Lazzara's Pizza,2,3.5,285,Pizza,"['pizza', 'bars', 'italian']","221 W 38th St, Garment District, NY 10018",(212) 944-7792
Le Baobab Restaurants,2,4.0,72,African,['senegalese'],"120 W 116th St, East Harlem, NY 10026",(212) 864-4700
Le Baratin,2,4.0,213,French,"['cafes', 'french']","26 Greenwich Ave, Greenwich Village, NY 10011",(212) 933-1080
Le Bernardin,4,4.5,1000,French,"['french', 'lounges']","155 W 51st St, Midtown West, NY 10019",(212) 554-1515
Le Bernardin,4,4.5,1000,French,"['french', 'lounges']","155 W 51st St, Midtown West, NY 10019",(212) 554-1515
Le Botaniste,2,4.5,57,Vegetarian,"['vegan', 'vegetarian', 'wine_bars']","666 Third Ave, Midtown West, NY 10017",(917) 261-6728
Le Botaniste,2,4.5,138,Other,"['vegetarian', 'vegan', 'wine_bars']","127 Grand St, Greenwich Village, NY 10013",(646) 870-7770
Le Charlot,3,3.0,112,French,['french'],"19 E 69th St, Upper East Side, NY 10021",(212) 794-1628
Le Chéile,2,4.0,370,Irish,"['irish', 'pubs']","839 W 181st St, Harlem, NY 10033",(212) 740-3111
Le Coq Rico,3,4.0,331,French,"['french', 'cocktailbars']","30 E 20th St, Gramercy, NY 10003",(212) 267-7426
Le Coucou,4,4.0,567,French,['french'],"138 Lafayette St, Little Italy, NY 10013",(212) 271-4252
Le Gigot,3,4.0,205,French,['french'],"18 Cornelia St, Greenwich Village, NY 10014",(212) 627-3737
Le Grainne Cafe,2,3.5,616,French,"['french', 'cafes']","183 9th Ave, Garment District, NY 10011",(646) 486-3000
Le Marais,3,3.0,293,Jewish/Kosher,"['french', 'steak', 'burgers']","150 W 46th St, Garment District, NY 10036",(212) 869-0900
Le Monde,2,3.0,482,French,"['french', 'breakfast_brunch']","2885 Broadway, Harlem, NY 10025",(212) 531-3939
Le Pain Quotidien,2,3.5,233,Sandwiches,"['bakeries', 'coffee', 'breakfast_brunch']","100 Grand St, Little Italy, NY 10013",(212) 625-9009
Le Pain Quotidien,2,3.5,233,Other,"['bakeries', 'coffee', 'breakfast_brunch']","100 Grand St, Little Italy, NY 10013",(212) 625-9009
Le Parisien,2,4.0,972,French,"['french', 'salad', 'breakfast_brunch']","163 East 33rd St, Midtown East, NY 10016",(212) 889-5489
Le Petit Parisien,2,4.5,60,French,"['sandwiches', 'bakeries', 'coffee']","32 E 7th St, Gramercy, NY 10003",(917) 262-0406
Le Petit Parisien,2,4.5,12,French,"['coffee', 'mediterranean', 'sandwiches']","151 Malcolm X Blvd, East Harlem, NY 10026",(917) 262-0524
Le Pif,2,4.0,300,French,"['french', 'wine_bars', 'breakfast_brunch']","2058 Broadway Ave, Harlem, NY 10023",(212) 799-2253
Le Pif,2,4.5,180,French,"['wine_bars', 'breakfast_brunch', 'french']","465 W 23rd St, Chelsea, NY 10011",(212) 229-1700
Le Prive,2,4.5,154,French,"['french', 'cocktailbars']","626 10th Ave, Midtown West, NY 10036",(212) 837-2795
Le Relais De Venise L'Entrecôte,2,4.0,813,French,"['steak', 'french', 'brasseries']","590 Lexington Ave, Midtown West, NY 10022",(212) 758-3989
Le Rivage,3,4.0,443,French,['french'],"340 W 46th St, Midtown West, NY 10036",(212) 765-7374
Le Sia,3,4.5,30,Other,"['asianfusion', 'chinese', 'bars']","651 9th Ave, Midtown West, NY 10036",(646) 559-5220
Le Singe,2,3.5,245,French,['french'],"160 7th Ave, Chelsea, NY 10011",(212) 366-4100
Le Souk Restaurant,2,3.0,441,Moroccan,"['moroccan', 'mediterranean', 'french']","510 Laguardia Pl, Greenwich Village, NY 10012",(212) 777-5454
Le Viet Cafe,2,3.5,122,Asian,"['vietnamese', 'thai', 'asianfusion']","1750 2nd Ave, Upper East Side, NY 10128",(917) 388-3897
Le Zie,2,3.5,305,Italian,"['italian', 'wine_bars']","172 7th Ave, Gramercy, NY 10011",(212) 206-8686
Lechonera La Isla,1,4.5,78,Latin,"['latin', 'puertorican']","254 E 125th St, East Harlem, NY 10035",(212) 996-1972
Lechonera El Barrio,1,3.5,75,Latin,"['latin', 'spanish', 'dominican']","172 E 103rd St, East Harlem, NY 10029",(212) 722-1344
Left Bank,3,4.0,306,American,['newamerican'],"117 Perry St, Greenwich Village, NY 10014",(212) 727-1170
Poulet Sans Tête,2,4.0,11,American,['chickenshop'],"117 Perry St, Greenwich Village, NY 10014",(212) 727-1170
Legend 72,2,3.5,236,Chinese,"['chinese', 'seafood', 'noodles']","127 W 72nd St, Upper West Side, NY 10023",(917) 441-4790
Legends New York City,2,3.5,411,American,"['sportsbars', 'newamerican']","6 W 33rd St, Garment District, NY 10001",(212) 967-7792
Lemon Life,1,3.5,54,Japanese,['sushi'],"225 E 110th St, East Harlem, NY 10029",(212) 369-2886
Lena's Italian Kitchen,2,4.5,161,Italian,['italian'],"551 2nd Ave, Midtown East, NY 10016",(646) 846-5362
Lenny's Bagels,1,4.0,141,Bagels/Pretzels,"['delis', 'salad', 'sandwiches']","2601 Broadway, Morningside Heights, NY 10025",(212) 222-0410
Lenox Coffee,1,4.0,303,Café/Coffee/Tea,"['coffee', 'breakfast_brunch', 'wine_bars']","60 W 129th St, Harlem, NY 10027",(646) 833-7839
Lenox Fast Food,1,4.5,10,American,['hotdogs'],"657 Malcolm X Blvd, Harlem, NY 10037",(212) 281-5812
Lenox Saphire Harlem,2,2.5,319,African,"['breakfast_brunch', 'bars', 'senegalese']","127 Lenox Ave, East Harlem, NY 10026",(212) 866-9700
Lenwich,2,2.0,33,Sandwiches,"['breakfast_brunch', 'sandwiches', 'salad']","2567 Broadway, Morningside Heights, NY 10025",(212) 866-1878
Lenz Delicatessen,1,3.5,33,Delicatessen,['delis'],"514 E 20th St, Gramercy, NY 10009",(212) 979-2859
Leonelli Taberna,3,4.0,51,Italian,"['italian', 'cocktailbars']","7 East 27th St, Gramercy, NY 10016",(212) 451-9495
Let's Meat,3,4.0,1000,Korean,"['korean', 'bbq']","307 5th Ave, Midtown West, NY 10016",(212) 889-0089
Lex Restaurant,2,3.5,94,Italian,['italian'],"1370 Lexington Ave, Upper East Side, NY 10128",(212) 860-5903
Lexington Bar & Books,3,3.5,94,American,"['bars', 'tradamerican']","1020 Lexington Ave, Upper East Side, NY 10021",(212) 717-3902
Lexington Brass,2,3.5,847,Armenian,"['tradamerican', 'gluten_free', 'breakfast_brunch']","517 Lexington Ave, Midtown East, NY 10017",(212) 392-5976
Lexington Pizza Parlour,2,4.0,203,Pizza,"['italian', 'pizza']","1590 Lexington Ave, East Harlem, NY 10029",(212) 722-7850
Leyla,2,4.5,81,Mediterranean,"['turkish', 'mediterranean', 'breakfast_brunch']","108 W 74th St, Midtown West, NY 10023",(347) 334-7939
Lezzet Mediterranean Turkish Restaurant,2,4.5,29,Turkish,"['turkish', 'mediterranean']","132 East 61st St, East Harlem, NY 10065",(212) 729-1515
Libertador Steakhouse - New York,2,3.5,440,Spanish,"['argentine', 'steak', 'wine_bars']","1725 2nd Ave, East Harlem, NY 10128",(212) 348-6222
Liberty Bagels Midtown,1,4.5,512,Bagels/Pretzels,"['breakfast_brunch', 'bagels', 'sandwiches']","260 W 35th St, Midtown West, NY 10001",(212) 279-1124
Libretto's Pizzeria,1,3.5,184,American,"['pizza', 'salad', 'italian']","546 3rd Ave, Murray Hill, NY 10016",(212) 213-6445
Lido,2,4.0,986,Italian,"['italian', 'breakfast_brunch', 'cocktailbars']","2168 Frederick Douglass Blvd, East Harlem, NY 10026",(646) 490-8575
Lil Frankie's,2,4.0,1000,Italian,"['pizza', 'italian']","19 1st Ave, Greenwich Village, NY 10003",(212) 420-4900
Lilli & Loo,2,3.5,400,Asian,"['chinese', 'sushi']","792 Lexington Ave, Upper East Side, NY 10065",(212) 421-7800
Lillie's Victorian Establishment,2,4.0,1000,American,"['bars', 'gastropubs', 'burgers']","249 W 49th St, Midtown West, NY 10019",(212) 957-4530
Lillie's Victorian Establishment,2,3.5,1000,American,"['bars', 'british', 'gastropubs']","13 E 17th St, Greenwich Village, NY 10003",(212) 337-1970
Lilly's Craft and Kitchen,2,4.0,1000,American,"['bars', 'newamerican', 'breakfast_brunch']","675 9th Ave, Midtown West, NY 10036",(212) 757-0373
Henry's Rooftop Bar,2,4.0,61,American,"['newamerican', 'bars']","501 Lexington Ave, Midtown West, NY 10017",(212) 755-1400
Limani,3,4.0,441,Mediterranean,"['mediterranean', 'seafood']","45 Rockerfeller Plz, Midtown West, NY 10111",(212) 858-9200
Lincoln Fried Chicken,1,4.0,36,Chicken,"['chicken_wings', 'sandwiches', 'burgers']","576 W 125th St, Harlem, NY 10027",(212) 662-5489
Lincoln Ristorante,3,4.0,568,Italian,['italian'],"142 W 65th St, East Harlem, NY 10023",(212) 359-6500
Lion's Head Tavern,2,4.0,224,American,"['tradamerican', 'sportsbars']","995 Amsterdam Ave, East Harlem, NY 10025",(212) 866-1030
Lips - New York,3,4.0,684,American,"['tradamerican', 'bars', 'cabaret']","227 E 56th St, Midtown East, NY 10022",(212) 675-7710
Little Alley,2,4.0,364,Chinese,['shanghainese'],"550 3rd Ave, Midtown West, NY 10016",(646) 998-3976
Little Basil,2,4.0,498,Thai,['thai'],"153 E 26th St, Midtown West, NY 10010",(212) 689-1444
Little Caesars Pizza,1,2.5,15,Pizza,['pizza'],"1936 3rd Ave, Morningside Heights, NY 10029",(212) 996-1001
Little Collins,2,4.5,827,Australian,"['coffee', 'breakfast_brunch', 'sandwiches']","667 Lexington Ave, Midtown East, NY 10022",(212) 308-1969
Little Frog Bistro & Bar,3,4.0,197,French,"['french', 'bars']","322 E 86th St, East Harlem, NY 10028",(347) 537-5786
Little Italy Pizza,1,4.0,506,Pizza/Italian,['pizza'],"55 W 45th St, Midtown West, NY 10036",(212) 730-7575
Little Italy Pizza,1,3.5,226,Pizza,"['pizza', 'italian']","2047 Broadway, Upper West Side, NY 10023",(212) 362-8822
Little Italy Pizza,1,3.5,152,Pizza/Italian,['pizza'],"169 W 33rd St, Garment District, NY 10001",(212) 643-9988
Little Italy Pizza,1,3.5,111,Pizza,['pizza'],"50 Fulton St, Financial District, NY 10038",(212) 571-7700
Little Italy Pizza,1,3.5,113,Pizza/Italian,"['pizza', 'italian']","122 University Pl, Gramercy, NY 10003",(212) 989-4225
Little Ochie Jamaican Cuisine,1,3.5,50,Caribbean,['caribbean'],"2492 Adam Clayton Powell Jr Blvd, Harlem, NY 10030",(212) 234-6300
Little Poland,2,4.0,311,Polish,"['diners', 'polish']","200 2nd Ave, Greenwich Village, NY 10003",(212) 777-9728
Little Rascal,2,4.0,229,Turkish,"['mideastern', 'turkish', 'mediterranean']","163 Elizabeth St, Greenwich Village, NY 10012",(212) 966-0446
Little River,2,3.5,19,American,"['cafes', 'burgers']","440 E 29th St, Gramercy, NY 10016",(212) 810-1814
Little River,2,3.5,19,American,"['cafes', 'burgers']","440 E 29th St, Gramercy, NY 10016",(212) 810-1814
Happy Lamb Hot Pot,2,4.0,283,Asian,"['mongolian', 'hotpot', 'chinese']","105 Bowery, Little Italy, NY 10002",(646) 484-5707
Little Tong Noodle Shop,2,4.0,95,Asian,"['noodles', 'chinese']","235 E 53rd St, Midtown East, NY 10022",(929) 383-0465
Little Ways,2,4.5,5,American,['tradamerican'],"343 W Broadway, Little Italy, NY 10013",(212) 991-8175
Llama San,3,4.0,119,Japanese,"['japanese', 'peruvian']","359 6th Ave, Greenwich Village, NY 10014",(646) 490-4422
Local & Vine,2,4.5,83,American,"['wine_bars', 'tapas', 'cocktailbars']","282 Hudson St, Greenwich Village, NY 10013",(212) 337-3414
Local 92,2,4.0,430,Mediterranean,"['mediterranean', 'tapas', 'tapasmallplates']","92 2nd Ave, Greenwich Village, NY 10003",(212) 432-2232
Local NYC,2,2.5,370,American,"['tradamerican', 'venues', 'sportsbars']","1 Penn Plz, Garment District, NY 10119",(212) 629-7070
Locanda Verde,3,4.0,1000,Italian,"['italian', 'cocktailbars', 'breakfast_brunch']","377 Greenwich St, Chinatown, NY 10013",(212) 925-3797
Loi Estiatorio,3,4.5,359,Greek,"['greek', 'mediterranean']","132 W 58th St, Midtown West, NY 10019",(212) 713-0015
Lokal 83 Mediterranean Kitchen,2,4.5,312,Mediterranean,"['mediterranean', 'newamerican', 'tapasmallplates']","473 Columbus Ave, Midtown West, NY 10024",(212) 595-5554
Lola Taverna,2,3.5,33,Greek,"['greek', 'cocktailbars']","210 6th Ave, Greenwich Village, NY 10014",(212) 994-9821
Lolita's Kitchen,1,4.0,92,Mexican,"['mexican', 'burgers']","1364 Lexington Ave, East Harlem, NY 10128",(212) 722-5055
Lombardi's Pizza,2,4.0,1000,Pizza/Italian,['pizza'],"32 Spring St, Midtown West, NY 10012",(212) 941-7994
Lombardi's pizza,2,4.0,145,Pizza/Italian,['pizza'],"290 8th Ave, Garment District, NY 10001",(212) 256-1973
Long Acre Tavern,2,4.5,33,American,"['sportsbars', 'pubs', 'burgers']","146 W 47th St, Midtown West, NY 10036",(646) 649-3587
Loreley Beer Garden,2,3.5,739,German,"['german', 'beergardens']","7 Rivington St, Greenwich Village, NY 10002",(212) 253-7077
Loulou Petit Bistro & Speakeasy,3,4.5,45,Other,"['french', 'cocktailbars']","176 8th Ave, Chelsea, NY 10011",(917) 292-5624
LOVE Korean BBQ,3,4.5,66,Other,"['korean', 'bbq']","319 5th Ave, Midtown West, NY 10016",(646) 669-8147
Lovely Day,2,3.5,351,Thai,"['thai', 'breakfast_brunch', 'irish']","196 Elizabeth St, Little Italy, NY 10012",(212) 925-3310
Lox,2,4.0,49,Jewish/Kosher,"['cafes', 'kosher']","36 Battery Pl, Financial District, NY 10280",(646) 437-4231
Little Thai Kitchen,2,3.5,356,Thai,['thai'],"231 E 53rd St, Midtown East, NY 10022",(212) 644-5353
Lucien,3,3.5,360,French,"['french', 'wine_bars']","14 1st Ave, SoHo, NY 10009",(212) 260-6481
Luscious Thai,2,3.5,225,Thai,"['thai', 'cocktailbars']","1099 1st Ave, Upper East Side, NY 10065",(212) 813-1188
Lucky Cat,2,4.0,332,Japanese,['japanese'],"232 E 53rd St, Midtown East, NY 10022",(212) 838-5333
Lucky Chicken,1,3.0,67,American,"['bbq', 'greek', 'chickenshop']","377 1st Ave, Gramercy, NY 10010",(212) 228-1325
Lucky Strike,2,3.5,281,American,"['bars', 'french']","59 Grand St, SoHo, NY 10013",(212) 941-0772
Lucky's Famous Burgers,2,3.5,376,Hamburgers,['burgers'],"370 W 52nd St, Hells Kitchen, NY 10019",(212) 247-6717
Lucky's Famous Burgers,2,3.5,312,Hamburgers,"['burgers', 'tradamerican']","264 W 23rd St, Garment District, NY 10011",(212) 242-4900
Lucy's Cantina Royale,2,2.5,702,Mexican,"['tex-mex', 'bars', 'mexican']","1 Penn Plz, Garment District, NY 10119",(212) 643-1270
Duckedup,2,4.5,4,American,['dimsum'],"139 Ludlow St, Chinatown, NY 10002",(646) 253-6100
Lui's Thai Food,2,4.0,255,Thai,['thai'],"128 E 4th St, SoHo, NY 10003",(646) 669-9310
Luke's Bar and Grill,2,3.5,138,American,"['tradamerican', 'wine_bars', 'cocktailbars']","1394 3rd Ave, Upper East Side, NY 10075",(212) 249-7070
Luke's Lobster Upper West Side,2,4.0,687,Seafood,['seafood'],"426 Amsterdam Ave, East Harlem, NY 10024",(212) 877-8800
Luke's Lobster Upper East Side,2,4.0,1000,Seafood,['seafood'],"242 E 81st St, East Harlem, NY 10028",(212) 249-4241
Luke's Lobster FiDi,2,4.5,1000,Seafood,['seafood'],"26 S William St, Financial District, NY 10004",(212) 747-1700
Luke's Lobster Midtown East,2,4.0,343,Seafood,['seafood'],"207 e 43rd st, Midtown East, NY 10017",(646) 657-0066
Luke's Lobster NoMad,2,4.0,142,Seafood,['seafood'],"5 W 25th St, Gramercy, NY 10010",(646) 657-0747
Luke's Lobster Garment District,2,4.0,56,Seafood,['seafood'],"1407 Broadway, Garment District, NY 10018",(917) 475-9192
Cevichelsea,2,4.0,5,American,['peruvian'],"353 W 14th St, Chelsea, NY 10014",(929) 453-8341
Luna Pizza,2,4.0,84,Pizza,"['pizza', 'italian']","225 Park Row, Chinatown, NY 10038",(212) 385-8118
Luna Rossa,3,4.0,114,Italian,"['italian', 'wine_bars']","347 E 85th St, Upper East Side, NY 10028",(212) 517-3118
Lunella Ristorante Italiano,2,3.5,236,Italian,['italian'],"173 Mulberry St, Little Italy, NY 10013",(212) 966-6639
Lunetta Pizza & Restaurant,1,3.0,134,Pizza/Italian,['pizza'],"245 3rd Ave, Gramercy, NY 10010",(212) 432-5200
Lupe's,2,3.5,384,Mexican,['mexican'],"110 Ave Of The Americas, Greenwich Village, NY 10013",(212) 966-1326
Lupita's Restaurant,2,4.0,125,Mexican,['mexican'],"2049 2nd Ave, East Harlem, NY 10029",(646) 590-4202
Lure Fishbar,3,4.0,1000,Seafood,"['seafood', 'sushi', 'bars']","142 Mercer St, Greenwich Village, NY 10012",(212) 431-7676
Lusardi's,3,4.0,198,Italian,"['italian', 'wine_bars']","1494 2nd Ave, East Harlem, NY 10075",(212) 249-2020
Luthun,2,4.5,50,American,['newamerican'],"432 E 13th St, Greenwich Village, NY 10009",(646) 454-9484
Luzzos La Pizza Napoletana,2,4.0,1000,Italian,"['italian', 'pizza']","211 1st Ave, Gramercy, NY 10003",(212) 473-7447
Lyn-Genet’s Kitchen,2,4.5,59,American,"['vegetarian', 'comfortfood', 'burgers']","3473 Broadway, East Harlem, NY 10031",(646) 590-0554
Lynx Kitchen,1,3.5,15,Caribbean,"['caribbean', 'soulfood']","1 W 137th St, East Harlem, NY 10037",(646) 852-6400
La Amistad Pizzeria & Grill,1,4.5,15,Pizza,"['breakfast_brunch', 'salad', 'pizza']","2067 2nd Ave, East Harlem, NY 10029",(212) 256-0129
La Dinastia,2,3.5,159,Chinese/Cuban,"['asianfusion', 'cuban', 'chinese']","145 W 72nd St, Upper West Side, NY 10023",(212) 362-3801
Lamano,2,4.0,101,Spanish,"['wine_bars', 'tapas', 'coffee']","265 W 20th St, Chelsea, NY 10011",(212) 741-2398
Lamia's Fish Market,2,4.0,217,Other,"['seafood', 'breakfast_brunch', 'steak']","47 Ave B, Chinatown, NY 10009",(212) 777-3650
Lilly's Cocktail and Wine,2,4.0,89,American,"['newamerican', 'wine_bars', 'cocktailbars']","50 W 72nd St, Upper West Side, NY 10023",(212) 799-4140
Loring Place,3,4.5,413,American,['newamerican'],"21 W 8th St, Greenwich Village, NY 10011",(212) 388-1831
M&J Asian Cuisine,1,4.0,40,Chinese,"['asianfusion', 'sushi']","600 E 14th St, Gramercy, NY 10009",(212) 533-6888
MACC,1,4.5,10,Café/Coffee/Tea,"['coffee', 'cafes']","51 W 106th St, Harlem, NY 10025",(646) 756-4299
M1-5 Lounge,2,3.0,467,American,"['lounges', 'danceclubs', 'newamerican']","52 Walker St, Little Italy, NY 10013",(212) 965-1701
Macao trading,3,4.0,750,Asian,"['asianfusion', 'portuguese', 'chinese']","311 Church St, Chinatown, NY 10013",(212) 431-8642
Macaron Cafe,2,3.5,541,French,"['cafes', 'macarons']","152 W 36th St, Garment District, NY 10018",(212) 564-3525
Mad Dog & Beans Mexican Cantina,2,3.5,945,Mexican,"['mexican', 'bars']","83 Pearl St, Financial District, NY 10004",(212) 269-1177
Mad Dog & Beans Mexican Cantina,2,4.0,485,Mexican,['mexican'],"5 E 38th St, Midtown West, NY 10016",(646) 998-5722
Mad River Bar & Grille,2,4.0,335,American,"['tradamerican', 'sportsbars']","1442 3rd Ave, Upper East Side, NY 10028",(212) 988-1832
Madame Vo BBQ,2,4.0,174,Vietnamese/Cambodian/Malaysia,"['vietnamese', 'bbq']","104 2nd Ave, Greenwich Village, NY 10003",(917) 675-7570
Madame Vo,2,4.0,800,Vietnamese/Cambodian/Malaysia,['vietnamese'],"212 E 10th St, Midtown West, NY 10003",(917) 261-2115
Madangsui,2,3.5,680,Korean,"['korean', 'bbq', 'steak']","35 W 35th St, Garment District, NY 10001",(212) 564-9333
Made In New York Pizza,1,4.0,264,Pizza,['pizza'],"421 Amsterdam Ave, Harlem, NY 10024",(646) 484-6200
Made Nice,2,4.0,277,American,"['desserts', 'newamerican', 'salad']","8 W 28th St, Gramercy, NY 10001",(212) 887-1677
Madison & Vine,3,3.0,170,American,"['wine_bars', 'newamerican']","299 Madison Ave, Garment District, NY 10017",(212) 867-5535
Maggie Reillys Restaurant,2,4.0,92,Irish,"['pubs', 'tradamerican']","340 9th Ave, Midtown West, NY 10001",(646) 476-3209
